PropertyType,Address,Description,Bedrooms,Bathrooms,Price GBP,Agent,Tel,Latitude,Longitude,geometry
Flat,"Gayton Road, Harrow HA1",2 bed flat to rent,2.0,2.0,1750.0,"Marketed by Foxtons - Harrow, HA1",020 8128 4567,51.57942,-0.33181,POINT (-0.33181 51.57942)
Flat,"Underhill Court, Underhill, Barnet EN5",2 bed flat to rent,2.0,1.0,1250.0,"Marketed by Hunters Residential Sales and Lettings, EN5",020 3463 0447,51.64752,-0.19132,POINT (-0.19132 51.64752)
Flat,"St David's Square, London E14",1 bed flat to rent,1.0,1.0,1495.0,"Marketed by About Properties Online, EC2A",020 8022 1264,51.48617,-0.01387,POINT (-0.01387 51.48617)
Flat,"Osier Crescent, London N10",2 bed flat to rent,2.0,1.0,1500.0,"Marketed by Accommodation.co.uk, M3",0161 506 8294,51.60099,-0.15379,POINT (-0.15379 51.60099)
Flat,"Chiswick High Road, Hounslow, London W4",3 bed flat to rent,3.0,2.0,5200.0,"Marketed by Foxtons - Chiswick, W4",020 3641 8639,51.49274,-0.26941,POINT (-0.26941 51.49274)
Detached house,"Cheval Place, London SW7",4 bed detached house to rent,4.0,2.0,34667.0,"Marketed by Napier Watt, W1J",020 3478 3494,51.49885,-0.16607,POINT (-0.16607 51.49885)
Flat,"Hill Street, London W1J",1 bed flat to rent,1.0,1.0,3033.0,"Marketed by Knightsbridge International Real Estate, SW6",020 8022 0593,51.50849,-0.14881,POINT (-0.14881 51.50849)
Flat,"Criterion Mews, Herne Hill, London SE24",1 bed flat to rent,1.0,1.0,2200.0,"Marketed by Foxtons - Brixton, SW9",020 3641 1978,51.45806,-0.1051,POINT (-0.1051 51.45806)
End terrace house,"Beeston Way, Feltham TW14",3 bed end terrace house to rent,3.0,1.0,1600.0,"Marketed by DBK Estate Agents - Hounslow, TW3",020 8033 2356,51.45783,-0.40225,POINT (-0.40225 51.45783)
Studio,"Ballards Lane, Finchley N3",Studio to rent,1.0,1.0,910.0,"Marketed by Chancellors - Finchley, N3",020 8022 3264,51.60876,-0.18343,POINT (-0.18343 51.60876)
Detached house,"Lower Terrace, London NW3,",4 bed detached house to rent,4.0,4.0,16250.0,"Marketed by Chancellors - Hampstead, NW3",020 3463 0166,51.55962,-0.18139,POINT (-0.18139 51.55962)
Town house,"Princes Gate, South Kensington SW7",6 bed town house to rent,6.0,6.0,73667.0,"Marketed by Napier Watt, W1J",020 3478 3494,51.50167,-0.17329,POINT (-0.17329 51.50167)
End terrace house,"Durley Avenue, Pinner HA5",4 bed end terrace house to rent,4.0,2.0,2050.0,"Marketed by Andrew Pearce Estate Agents & Chartered Surveyors, HA5",020 8033 0939,51.57971,-0.38092,POINT (-0.38092 51.57971)
Flat,"Porchester Terrace, Bayswater, London W2",1 bed flat to rent,1.0,1.0,3186.0,"Marketed by Harding Green, W8",020 8115 0465,51.51161,-0.18441,POINT (-0.18441 51.51161)
Semi-detached house,"Surbiton, Surrey KT5",4 bed semi-detached house to rent,4.0,2.0,2300.0,"Marketed by Chancellors - Surbiton, KT6",020 3641 3626,51.390535,-0.286604,POINT (-0.286604 51.390535)
Flat,"Haven Green, London W5",2 bed flat to rent,2.0,1.0,1950.0,"Marketed by Dexters - Ealing, W5",020 8810 1919,51.51512,-0.30491,POINT (-0.30491 51.51512)
Flat,"Stanhope Place, London W2",4 bed flat to rent,4.0,3.0,6500.0,"Marketed by Dexters - Hyde Park & Bayswater, W2",020 7298 1560,51.51338,-0.16314,POINT (-0.16314 51.51338)
Studio,"Keswick Gardens, Redbridge IG4",Studio to rent,1.0,1.0,900.0,"Marketed by Advanced Investment Management, IG4",020 3641 4428,51.58317,0.05442,POINT (0.05442 51.58317)
Flat,"Elvin Gardens, Wembley HA9",1 bed flat to rent,1.0,1.0,1550.0,"Marketed by Wembley Park Residential, HA9",020 8022 6455,51.56318,-0.29367,POINT (-0.29367 51.56318)
Maisonette,"London Road, Wembley HA9",2 bed maisonette to rent,2.0,1.0,1550.0,"Marketed by Evergreen Estate Agents, HA9",020 3551 9752,51.55033,-0.29256,POINT (-0.29256 51.55033)
Property,"Elsworthy Rise, Primrose Hill, London NW3",4 bed property to rent,4.0,2.0,3250.0,"Marketed by Goldschmidt & Howland - Camden, NW1",020 8022 6487,51.54202,-0.16455,POINT (-0.16455 51.54202)
Studio,"Bramley Crescent, Ilford IG2",Studio to rent,1.0,1.0,949.0,"Marketed by Alexander David Property, E3",020 7768 6120,51.57473,0.06721,POINT (0.06721000000000001 51.57473)
Flat,"Kings Mill Way, Denham UB9",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by Coopers Residential - Uxbridge, UB8",01895 647817,51.55243,-0.48407,POINT (-0.48407 51.55243)
Flat,"St. Johns Road, London SE20",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by iMove Property, SE19",020 8166 7256,51.41818,-0.05414,POINT (-0.05414 51.41818)
Flat,"Wheatley Close, London NW4",1 bed flat to rent,1.0,1.0,1050.0,"Marketed by Douglas Martin, NW4",020 8545 8587,51.59843,-0.23453,POINT (-0.23453 51.59843)
Flat,"Clapham High Street, London SW4",2 bed flat to rent,2.0,1.0,1850.0,"Marketed by Hamptons - Clapham Lettings, SW4",020 3542 2764,51.46211,-0.1377,POINT (-0.1377 51.46211)
Flat,"Vera Road, Fulham SW6",2 bed flat to rent,2.0,,1842.0,"Marketed by Draker Fulham Broadway, SW6",020 8115 7541,51.47569,-0.21225,POINT (-0.21225 51.47569)
Flat,"Rusholme Grove, Crystal Palace SE19",2 bed flat to rent,2.0,1.0,1250.0,"Marketed by Conrad Fox Estate Agents, SE19",020 3551 4514,51.42611,-0.08119,POINT (-0.08119 51.42611)
Flat,"Lower Sloane Street, London SW1W",1 bed flat to rent,1.0,1.0,2817.0,"Marketed by Milestone Collis, TW1",020 8022 6287,51.49096,-0.15718,POINT (-0.15718 51.49096)
Flat,"Darling Row, Whitechapel E1",2 bed flat to rent,2.0,1.0,1755.0,"Marketed by Quest London, E14",020 7768 1065,51.52114,-0.05701,POINT (-0.05701 51.52114)
Flat,"Lammas Court, Church Lane, Ealing, London W5",1 bed flat to rent,1.0,1.0,1200.0,"Marketed by London Homes Residential LTD, W13",020 8033 9470,51.5042,-0.30803,POINT (-0.30803 51.5042)
Semi-detached house,"Greyhound Hill, London NW4",5 bed semi-detached house to rent,5.0,2.0,2816.0,"Marketed by Douglas Martin, NW4",020 8545 8587,51.59213,-0.2321,POINT (-0.2321 51.59213)
Studio,"Ealing Road, Wembley HA0",Studio to rent,1.0,1.0,1001.0,"Marketed by Vel Estates, HA0",020 8033 5951,51.54344,-0.29725,POINT (-0.29725 51.54344)
Flat,"Mattock Lane, London W13",2 bed flat to rent,2.0,1.0,1700.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.51132,-0.30983,POINT (-0.30983 51.51132)
Room,"Glengall Road, London SE15",Room to rent,1.0,,625.0,"Marketed by Aston Gray, HP12",01494 912242,51.48495,-0.07238,POINT (-0.07238 51.48495)
Flat,"Palace Gate, London W8",2 bed flat to rent,2.0,1.0,3445.0,"Marketed by Hamptons - Kensington Lettings, W8",020 3478 2935,51.49959,-0.18368,POINT (-0.18368 51.49959)
Flat,"Station Approach, Hayes UB3",1 bed flat to rent,1.0,1.0,1150.0,"Marketed by Hamptons - Ealing Lettings, W5",020 3478 3546,51.50315,-0.41714,POINT (-0.41714 51.50315)
Flat,"Trinity Road, London SW19",2 bed flat to rent,2.0,,1650.0,"Marketed by Burnetware, SE24",020 3478 3387,51.41991,-0.19634,POINT (-0.19634 51.41991)
Studio,"Broad Street, Teddington TW11",Studio to rent,1.0,1.0,895.0,"Marketed by Jackson-Stops - Teddington, TW11",020 8943 9955,51.42639,-0.33476,POINT (-0.33476 51.42639)
Flat,"Regatta Point, Brentford TW8",1 bed flat to rent,1.0,1.0,1698.0,"Marketed by Anderson Knight, W5",020 3641 9839,51.49374,-0.30772,POINT (-0.30772 51.49374)
Flat,"South Park Hill Road, South Croydon CR2",2 bed flat to rent,2.0,,1300.0,"Marketed by Streets Ahead - Croydon Central, CR0",020 3478 3479,51.36505,-0.09016,POINT (-0.09016 51.36505)
Studio,"Hill Street, London W1J",Studio to rent,1.0,1.0,2297.0,"Marketed by Knightsbridge International Real Estate, SW6",020 8022 0593,51.50849,-0.14881,POINT (-0.14881 51.50849)
Semi-detached house,"First Avenue, Wembley, Greater London HA9",3 bed semi-detached house to rent,3.0,2.0,1950.0,"Marketed by Move in Properties Ltd, HA3",020 3641 1773,51.4692,-0.25576,POINT (-0.25576 51.4692)
Flat,"Riverview Gardens, London SW13",3 bed flat to rent,3.0,2.0,4351.0,"Marketed by Dexters - Hammersmith, W6",020 8939 6062,51.48685,-0.23053,POINT (-0.23053 51.48685)
Flat,"Tremlett Grove, London N19",2 bed flat to rent,2.0,1.0,1800.0,"Marketed by Keatons - Kentish Town, NW5",020 8033 5916,51.56172,-0.13797,POINT (-0.13797 51.56172)
Flat,"Aberdare Gardens, London NW6",3 bed flat to rent,3.0,3.0,3900.0,"Marketed by RHW Estates, NW3",020 3463 6993,51.54198,-0.18692,POINT (-0.18692 51.54198)
Flat,"Stanstead Road, London SE23",1 bed flat to rent,1.0,,1100.0,"Marketed by Top Move Estate Agents, CR0",020 7768 2410,51.44244,-0.03043,POINT (-0.03043 51.44244)
Flat,"Kenton Road, Harrow HA3",1 bed flat to rent,1.0,1.0,1250.0,"Marketed by Astro Residential Properties, Lettings and Management Ltd, HG1",020 8115 7680,51.58682,-0.30646,POINT (-0.30646 51.58682)
Terraced house,"St Pancras Way, Camden NW1",3 bed terraced house to rent,3.0,3.0,5417.0,"Marketed by Michael Charles Lettings, NW1",020 3463 6982,51.53609,-0.13306,POINT (-0.13306 51.53609)
Flat,"Gloucester Road SW7, London",1 bed flat to rent,1.0,1.0,1800.0,"Marketed by City Relay, W8",020 8033 3129,51.4995,-0.18368,POINT (-0.18368 51.4995)
Property,"Harbet Road, London W2",3 bed property to rent,3.0,3.0,6045.0,"Marketed by Abaco, WD6",020 3478 3585,51.51911,-0.17169,POINT (-0.17169 51.51911)
Flat,"Stanhope Gardens, Kensington, London SW7",2 bed flat to rent,2.0,2.0,8190.0,"Marketed by Imperial Homes, SW1X",020 3641 4781,51.4936,-0.17936,POINT (-0.17936 51.4936)
Studio,"Clyde Road, Surrey CR0",Studio to rent,1.0,1.0,872.0,"Marketed by Lease For Life, NW8",020 7768 1060,51.37724,-0.08077,POINT (-0.08076999999999999 51.37724)
Studio,"Mountbatten Close, London SE19",Studio to rent,1.0,1.0,970.0,"Marketed by Lease For Life, NW8",020 7768 1060,51.42359,-0.08497,POINT (-0.08497 51.42359)
Flat,"Loveday Road, London W13",1 bed flat to rent,1.0,1.0,1500.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.50873,-0.31791,POINT (-0.31791 51.50873)
Flat,"Hillgate Place, London SW12",1 bed flat to rent,1.0,,1665.0,"Marketed by Akelius Residential, WC1A",020 8128 0233,51.45031,-0.14871,POINT (-0.14871 51.45031)
Flat,"Stanhope Gardens, South Kensington, London SW7",2 bed flat to rent,2.0,3.0,8190.0,"Marketed by Imperial Homes, SW1X",020 3641 4781,51.4936,-0.17936,POINT (-0.17936 51.4936)
Flat,"High Road, Wembley HA9",1 bed flat to rent,1.0,1.0,1350.0,"Marketed by Home Club GB, MK11",020 3641 3320,51.55343,-0.28728,POINT (-0.28728 51.55343)
Maisonette,"St James Road, Croydon CR0",1 bed maisonette to rent,1.0,1.0,1000.0,"Marketed by Cray & Norton, CR0",020 8022 2822,51.38292,-0.09935,POINT (-0.09934999999999999 51.38292)
Flat,"Rye Lane, Peckham SE15",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Move 2, SW18",020 3463 2547,51.4653,-0.06607,POINT (-0.06607 51.4653)
Flat,"Mountfield Road, Finchley N3",2 bed flat to rent,2.0,1.0,1450.0,"Marketed by Paramount, NW6",020 8022 4274,51.59462,-0.19394,POINT (-0.19394 51.59462)
Flat,"20 Abbey Road, St Johns Wood, London NW8",2 bed flat to rent,2.0,2.0,3120.0,"Marketed by Excel Property Services, NW3",020 3544 6020,51.53849,-0.1865,POINT (-0.1865 51.53849)
Flat,"Elgin Crescent, London W11",2 bed flat to rent,2.0,2.0,7583.0,"Marketed by Mountgrange Heritage - Notting Hill, W11",020 8033 9964,51.5149,-0.20498,POINT (-0.20498 51.5149)
Flat,"Malvern Road, London NW6",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Westways, W9",020 3463 2690,51.52793,-0.19734,POINT (-0.19734 51.52793)
Studio,"Inverine Road, Charlton SE7",Studio to rent,1.0,1.0,625.0,"Marketed by Truepenny's Property Consultants, SE7",020 3641 3365,51.48551,0.02716,POINT (0.02716 51.48551)
Flat,"High Road, Wembley HA9",2 bed flat to rent,2.0,1.0,1600.0,"Marketed by Home Club GB, MK11",020 3641 3320,51.55343,-0.28728,POINT (-0.28728 51.55343)
Studio,"Queensberry Place, London SW7",Studio to rent,1.0,1.0,1950.0,"Marketed by Marsh & Parsons - South Kensington, SW7",020 3463 0423,51.49501,-0.17778,POINT (-0.17778 51.49501)
Flat,"38 Blackheath Road, London SE10",2 bed flat to rent,2.0,2.0,1600.0,"Marketed by Oliver Jacobs, E2",020 8115 0428,51.47379,-0.02017,POINT (-0.02017 51.47379)
Flat,"Viking Place Seymour Road, Leyton, London E10",1 bed flat to rent,1.0,1.0,1000.0,"Marketed by Your Move - Sterling & Co, Walthamstow, E17",020 8128 1078,51.56628,-0.02734,POINT (-0.02734 51.56628)
Studio,"Windsor Road, London W5",Studio to rent,1.0,1.0,1100.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.51247,-0.30024,POINT (-0.30024 51.51247)
Maisonette,"Long Lane, London N2",1 bed maisonette to rent,1.0,1.0,1050.0,"Marketed by Prime Locations, N2",020 3463 0547,51.60111,-0.18386,POINT (-0.18386 51.60111)
Flat,"Loch Crescent, Edgware HA8",3 bed flat to rent,3.0,2.0,1850.0,"Marketed by RentMyHome.co.uk, W1G",020 3641 9906,51.62319,-0.2873,POINT (-0.2873 51.62319)
Studio,"Lady Margartet Road, Southall UB1",Studio to rent,1.0,1.0,600.0,"Marketed by Sab Estate Agent Ltd, W5",020 8115 8488,51.51522,-0.37345,POINT (-0.37345 51.51522)
Property,"Roupell Street, London SE1",3 bed property to rent,3.0,2.0,4117.0,"Marketed by City Docklands, SE1",020 7234 0880,51.50528,-0.10764,POINT (-0.10764 51.50528)
Flat,"Brackenbury Road, London W6",2 bed flat to rent,2.0,1.0,2578.0,"Marketed by Dexters - Hammersmith, W6",020 8939 6062,51.50096,-0.23254,POINT (-0.23254 51.50096)
Flat,"Cedar House, 39-41 Nottingham Place, London W1U",2 bed flat to rent,2.0,1.0,3900.0,"Marketed by Canary Properties, NW8",020 8128 0707,51.52226,-0.15342,POINT (-0.15342 51.52226)
Flat,"Kingsley Mews, Wapping Lane, Wapping E1W",2 bed flat to rent,2.0,1.0,1798.0,"Marketed by EA2, E1W",020 3463 9577,51.50826,-0.05863,POINT (-0.05863 51.50826)
Studio,"Uxbridge Road, London W3",Studio to rent,1.0,1.0,1200.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.50885,-0.28427,POINT (-0.28427 51.50885)
Studio,"Merton Road, London SW19",Studio to rent,1.0,1.0,800.0,"Marketed by Top Move Estate Agents, CR0",020 7768 2410,51.41758,-0.19261,POINT (-0.19261 51.41758)
End terrace house,"Love Lane, London SE25",2 bed end terrace house to rent,2.0,1.0,1450.0,"Marketed by Jukes and Co, SE25",020 3641 4460,51.60497,-0.07029,POINT (-0.07029000000000001 51.60497)
Terraced house,"Netherfield Road, London N12",5 bed terraced house to rent,5.0,2.0,3100.0,"Marketed by Real Estates - WSP, N12",020 3478 3234,51.61552,-0.18137,POINT (-0.18137 51.61552)
Maisonette,"Astbury Road, Peckham SE15",4 bed maisonette to rent,4.0,2.0,2600.0,"Marketed by Key Property Consultants, SE20",020 8033 9289,51.47396,-0.05593,POINT (-0.05593 51.47396)
Flat,"Crofton Way, Enfield EN2",2 bed flat to rent,2.0,1.0,1200.0,"Marketed by Lets Property Management, SG12",01920 481130,51.65966,-0.10384,POINT (-0.10384 51.65966)
Property,"Hodford Road, London NW11",1 bed property to rent,1.0,1.0,1350.0,"Marketed by Moreland, NW11",020 3478 3208,51.56881,-0.19933,POINT (-0.19933 51.56881)
Flat,"Yvon House, Nine Elms SW11",2 bed flat to rent,2.0,2.0,2275.0,"Marketed by Benham and Reeves - Nine Elms, SW8",020 8115 1230,51.47961,-0.13369,POINT (-0.13369 51.47961)
Flat,"Mallard House, 92 Bexley High Street, Bexley DA5",2 bed flat to rent,2.0,1.0,1400.0,"Marketed by Village Estates (Sidcup) Ltd, DA14",020 8033 2142,51.44059,0.15042,POINT (0.15042 51.44059)
Flat,"Cedar House, 39-41 Nottingham Place, London W1U",2 bed flat to rent,2.0,1.0,3683.0,"Marketed by Canary Properties, NW8",020 8128 0707,51.52226,-0.15342,POINT (-0.15342 51.52226)
Studio,"15-21 Staines Road, Hounslow TW3",Studio to rent,1.0,1.0,1050.0,"Marketed by Gravity Co-Living, NW1",020 8128 9537,51.46743,-0.3669,POINT (-0.3669 51.46743)
Flat,"The Holt, London Road, Morden SM4",2 bed flat to rent,2.0,,1400.0,"Marketed by Barnard Marcus - Morden, SM4",020 8033 8777,51.39496,-0.17389,POINT (-0.17389 51.39496)
Flat,"Grange Walk, London SE1",2 bed flat to rent,2.0,2.0,2383.0,"Marketed by Daniel Cobb - London Bridge, SE1",020 8033 3667,51.49673,-0.07516,POINT (-0.07516 51.49673)
Flat,"The Grove, London W5",1 bed flat to rent,1.0,1.0,1350.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.51142,-0.29714,POINT (-0.29714 51.51142)
Flat,"Southwold Mansions, Widley Road, Maida Vale, London W9",2 bed flat to rent,2.0,1.0,2145.0,"Marketed by Savills - Maida Vale & Little Venice Lettings, W9",020 8022 3380,51.52925,-0.18391,POINT (-0.18391 51.52925)
Detached house,"Farrant Avenue, Wood Green N22",4 bed detached house to rent,4.0,1.0,2050.0,"Marketed by Dream Move Lettings, N22",020 8033 0757,51.59577,-0.10461,POINT (-0.10461 51.59577)
Flat,"Strathmore Court, Park Road, St Johns Wood NW8",2 bed flat to rent,2.0,2.0,3792.0,"Marketed by The Real Property Experts, NW1",020 8128 9285,51.52929,-0.16735,POINT (-0.16735 51.52929)
Flat,"Granary Close, London N9",1 bed flat to rent,1.0,1.0,950.0,"Marketed by Target Property - Edmonton, N9",020 3641 8187,51.63409,-0.04818,POINT (-0.04818 51.63409)
Flat,"Queens Gate Terrace, London SW7",1 bed flat to rent,1.0,1.0,3033.0,"Marketed by Sandersons London, W11",020 3328 6550,51.4986,-0.18069,POINT (-0.18069 51.4986)
Room,"Heathdene Road, Wallington SM6",Room to rent,1.0,2.0,600.0,"Marketed by Cowles Estate Agent, SM6",020 3641 4443,51.3546,-0.15019,POINT (-0.15019 51.3546)
Studio,"Northcote Avenue, Southall UB1",Studio to rent,1.0,1.0,600.0,"Marketed by Sab Estate Agent Ltd, W5",020 8115 8488,51.51193,-0.3799,POINT (-0.3799 51.51193)
Flat,"Maltby Street, London SE1",2 bed flat to rent,2.0,1.0,1690.0,"Marketed by Acorn - London Bridge, SE1",020 3641 9133,51.49963,-0.07641,POINT (-0.07641000000000001 51.49963)
Flat,"Queen's Gate, London SW7",2 bed flat to rent,2.0,3.0,6500.0,"Marketed by Savills - Knightsbridge Lettings, SW3",020 8022 3234,51.49583,-0.17947,POINT (-0.17947 51.49583)
Flat,"Hanger Lane, London W5",2 bed flat to rent,2.0,1.0,2040.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.52656,-0.29299,POINT (-0.29299 51.52656)
Flat,"Inverine Road, Charlton SE7",1 bed flat to rent,1.0,1.0,,"Marketed by Truepenny's Property Consultants, SE7",020 3641 3365,51.48551,0.02716,POINT (0.02716 51.48551)
Flat,"Chadwin Road, Canningtown, Newham, London E13",2 bed flat to rent,2.0,1.0,1400.0,"Marketed by Statuum, E9",020 3589 1404,51.51809,0.02739,POINT (0.02739 51.51809)
Flat,"Bounces Road, Edmonton N9",2 bed flat to rent,2.0,,1300.0,"Marketed by Locus Hackney Ltd, N16",020 3641 4827,51.62879,-0.05492,POINT (-0.05492 51.62879)
Flat,"Salusbury Road, London NW6",2 bed flat to rent,2.0,2.0,2518.0,"Marketed by Fraser Bond, W1U",020 8022 9455,51.53379,-0.20382,POINT (-0.20382 51.53379)
Flat,"Ebury Street, London SW1W",1 bed flat to rent,1.0,1.0,3575.0,"Marketed by Knight Frank - Belgravia, Covering Westminster Lettings, SW1W",020 3641 0439,51.4943,-0.14911,POINT (-0.14911 51.4943)
Terraced house,"Longfield Avenue, Enfield EN3",3 bed terraced house to rent,3.0,1.0,1750.0,"Marketed by WJ Meade - Enfield, EN3",020 8166 7684,51.66857,-0.04197,POINT (-0.04197 51.66857)
Flat,"Pembridge Gardens, London W2",4 bed flat to rent,4.0,3.0,6045.0,"Marketed by Sandersons London, W11",020 3328 6550,51.50931,-0.19668,POINT (-0.19668 51.50931)
Flat,"The Avenue, London NW6",2 bed flat to rent,2.0,2.0,2687.0,"Marketed by CityZEN London, E1W",020 3544 5623,51.54264,-0.20864,POINT (-0.20864 51.54264)
Room,"Foley Street, London W1W",Room to rent,1.0,1.0,770.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.51962,-0.13952,POINT (-0.13952 51.51962)
Studio,"Glenmore Road, London NW3",Studio to rent,1.0,1.0,1300.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.54886,-0.16629,POINT (-0.16629 51.54886)
Flat,"Stoke Newington Road, London N16",2 bed flat to rent,2.0,1.0,1900.0,"Marketed by Angel Lettings, EC1N",020 3463 0509,51.55165,-0.07523,POINT (-0.07523000000000001 51.55165)
Studio,"Baker Street, Enfield EN1",Studio to rent,1.0,1.0,695.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.65952,-0.07934,POINT (-0.07933999999999999 51.65952)
Flat,"Britten Close, London NW11",2 bed flat to rent,2.0,2.0,1850.0,"Marketed by Hausman & Holmes, NW11",020 3478 3618,51.57117,-0.18663,POINT (-0.18663 51.57117)
Flat,"Melbourne Court, London W9",2 bed flat to rent,2.0,2.0,3445.0,"Marketed by OpenRent, EC1N",020 3542 2178,51.41462,-0.06886,POINT (-0.06886 51.41462)
Studio,"Charter Avenue, Ilford IG2",Studio to rent,1.0,1.0,600.0,"Marketed by Property Spot Services, IG3",020 7768 1326,51.56704,0.08771,POINT (0.08771 51.56704)
Flat,"Grand Parade, London N4",3 bed flat to rent,3.0,1.0,2000.0,"Marketed by OpenRent, EC1N",020 3542 2178,50.85156,0.5608,POINT (0.5608 50.85156)
Flat,"Goswell Road, Islington EC1V",1 bed flat to rent,1.0,1.0,1650.0,"Marketed by Tower Quay Limited, E14",020 8022 2943,51.52779,-0.10065,POINT (-0.10065 51.52779)
Flat,"Talbot Road, London W2",1 bed flat to rent,1.0,1.0,1820.0,"Marketed by Londonwide Estates, W9",020 3551 4989,51.5166,-0.20069,POINT (-0.20069 51.5166)
Flat,"Wandsworth Road, London SW8",2 bed flat to rent,2.0,2.0,3250.0,"Marketed by Zuker Property Ltd, WC1A",020 3641 0569,51.46629,-0.15047,POINT (-0.15047 51.46629)
Room,"Clare Road, Hounslow TW4",Room to rent,1.0,1.0,600.0,"Marketed by Empire Estates, TW14",020 8166 7635,51.46725,-0.38129,POINT (-0.38129 51.46725)
Room,"Agincourt Road, Belsize Park, London NW3",Room to rent,,1.0,802.0,"Marketed by Contact Cavendish Parker - Estate & Letting Agents in London, N19",020 3544 5685,51.5547,-0.1621,POINT (-0.1621 51.5547)
Flat,"7 Holden Avenue, Woodside Park N12",2 bed flat to rent,2.0,2.0,1603.0,"Marketed by Becketts Estate Agents, N12",020 3641 4286,51.61687,-0.18476,POINT (-0.18476 51.61687)
Flat,"Windmill Road, Brentford TW8",2 bed flat to rent,2.0,2.0,1750.0,"Marketed by Hawks, W5",020 3544 6844,51.48718,-0.30813,POINT (-0.30813 51.48718)
Flat,"Creffield Road, London W5",1 bed flat to rent,1.0,1.0,1550.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.51331,-0.27893,POINT (-0.27893 51.51331)
Flat,"Queensbridge Road, Hoxton, London E2",1 bed flat to rent,1.0,1.0,1500.0,"Marketed by William Rose Woodford, IG8",020 3641 0944,51.53568,-0.06997,POINT (-0.06997 51.53568)
Flat,"Park Lane, London W1K",5 bed flat to rent,5.0,5.0,173333.0,"Marketed by Luxury Living Homes International, WC2H",020 3641 0241,51.51295,-0.1581,POINT (-0.1581 51.51295)
Flat,"Mount Park Crescent, London W5",1 bed flat to rent,1.0,1.0,1300.0,"Marketed by Sutherland Estates, W13",020 8166 7500,51.51716,-0.30384,POINT (-0.30384 51.51716)
Terraced house,"Geere Road, London E15",4 bed terraced house to rent,4.0,2.0,2500.0,"Marketed by Net Lettings, E1",020 7768 0900,51.5364,0.01475,POINT (0.01475 51.5364)
Flat,"The Strata, Walworth Road, Elephant &amp; Castle SE1",1 bed flat to rent,1.0,1.0,1950.0,"Marketed by Chase Evans Elephant & Castle, SE1",020 8128 2435,51.49304,-0.0989,POINT (-0.0989 51.49304)
End terrace house,"Hendon Road, London N9",3 bed end terrace house to rent,3.0,1.0,1750.0,"Marketed by WJ Meade - Enfield, EN3",020 8166 7684,51.62791,-0.059,POINT (-0.059 51.62791)
Detached house,"Ashbourne Road, London W5",4 bed detached house to rent,4.0,1.0,3300.0,"Marketed by Kens Estate, W1W",020 3463 0078,51.528,-0.29122,POINT (-0.29122 51.528)
Room,"Pemberton Road, London N4",Room to rent,1.0,1.0,510.0,"Marketed by Capital Homes, N8",020 3463 7530,51.58028,-0.1046,POINT (-0.1046 51.58028)
Flat,"376 Queenstown Road, London SW11",2 bed flat to rent,2.0,2.0,3142.0,"Marketed by Waterbridge Estates, W1H",020 8128 1182,51.47452,-0.14658,POINT (-0.14658 51.47452)
Flat,"Harbet Road, Paddington, London W2",3 bed flat to rent,3.0,2.0,6045.0,"Marketed by Abaco, WD6",020 3478 3585,51.51911,-0.17169,POINT (-0.17169 51.51911)
Terraced house,"Church Road, London W7",4 bed terraced house to rent,4.0,1.0,2100.0,"Marketed by Capital Homes, N8",020 3463 7530,51.51433,-0.34466,POINT (-0.34466 51.51433)
Flat,"Kennington Lane, London SE11",2 bed flat to rent,2.0,1.0,1850.0,"Marketed by Dexters - Vauxhall, SE11",020 7793 8111,51.49134,-0.10295,POINT (-0.10295 51.49134)
Flat,"Richmond Court, Richmond Road, Raynes Park, London SW20",1 bed flat to rent,1.0,,1150.0,"Marketed by Sharpes Estates Ltd, SW19",020 3463 8397,51.41053,-0.23449,POINT (-0.23449 51.41053)
Flat,"Harp Island Close, Neasden, London NW10",1 bed flat to rent,1.0,1.0,1100.0,"Marketed by Grey & Co, HA0",020 8115 3362,51.56584,-0.25815,POINT (-0.25815 51.56584)
Flat,"Consort House, Queensway, London, London W2",2 bed flat to rent,2.0,2.0,2800.0,"Marketed by PropertyLoop, E14",020 8128 9181,51.51115,-0.18753,POINT (-0.18753 51.51115)
Studio,"Willoughby Lane, London N17",Studio to rent,1.0,1.0,1000.0,"Marketed by Capital Homes, N8",020 3463 7530,51.6052,-0.05331,POINT (-0.05331 51.6052)
Room,"The Avenue, Coulsdon, Surrey CR5",Room to rent,1.0,1.0,750.0,"Marketed by Daniel Adams Estate Agents, CR5",020 3641 3996,51.32262,-0.13803,POINT (-0.13803 51.32262)
